,title,year,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length,infobox
719,Beyond Borders,2003,103 Reviews,14,"25,000+ Ratings",72,,2003, Drama/Adventure, 2h 7m,"{'Directed by': ['Martin Campbell', '', ''], 'Written by': ['Caspian Tredwell-Owen', '', ''], 'Produced by': ['Dan Halsted', 'Lloyd Phillips', '', ''], 'Starring': ['Angelina Jolie', 'Clive Owen', 'Teri Polo', 'Linus Roache', 'Noah Emmerich', 'Yorick van Wageningen', '', ''], 'Cinematography': ['Phil Méheux', '', ''], 'Edited by': ['Nicholas Beauman', '', ''], 'Music by': ['James Horner', '', ''], 'Production company': ['', 'Mandalay Pictures'], 'Distributed by': [' (Select territories)', ' (International)', 'Paramount Pictures', 'Summit Entertainment', '\n \n', ''], 'Release date': ['October\xa024,\xa02003', ' (U.S.)', '\n \n', ''], 'Running time': ['127 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$35 million', '', ''], 'Box office': ['$11.7 million', '', '']}"
720,Beyond Re-Animator,2003,11 Reviews,55,"5,000+ Ratings",40,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2003, Horror/Comedy, 1h 33m,"{'Directed by': ['Brian Yuzna', '', ''], 'Screenplay by': ['José Manuel Gómez', '', ''], 'Story by': ['Miguel Tejada Flores', '', ''], 'Produced by': ['Brian Yuzna', 'Julio Fernández', '\n \n', ''], 'Starring': ['Nico Baixas', 'Lolo Herrero', 'Raquel Gribler', 'Jeffrey Combs', 'Jason Barry', 'Elsa Pataky', 'Enrique Arce', 'Simón Andreu', 'Santiago Segura', '\n \n', ''], 'Cinematography': ['Andreu Rebés', '', ''], 'Edited by': ['Bernat Vilaplana', '', ''], 'Music by': ['Xavier Capellas', '', ''], 'Production companies': ['', '', 'Castelao Productions', 'Fantastic Factory'], 'Distributed by': [' (Spain)', ' (U.S.)', 'Filmax', 'Lions Gate Entertainment', '\n \n', ''], 'Release date': ['April\xa04,\xa02003', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Countries': ['Spain', 'United States', '\n \n', ''], 'Language': ['English', '', ''], 'Budget': ['$3 million', '', '']}"
721,Blind Shaft,2003,40 Reviews,95,"1,000+ Ratings",85,,2003, Drama, 1h 32m,"{'Directed by': ['Li Yang', '', ''], 'Written by': ['Li Yang', '', ''], 'Produced by': ['Li Yang', '', ''], 'Starring': [', ', ' ', 'Li Yixiang', 'Wang Shuangbao', 'Wang Baoqiang', '', ''], 'Cinematography': ['Liu Yonghong', '', ''], 'Edited by': ['Li Yang', 'Karl Riedl', '', ''], 'Music by': ['Zhang Yadong', '', ''], 'Distributed by': ['Kino International', '', ''], 'Release dates': ['12\xa0February\xa02003', ' (', ')', '7\xa0November\xa02003', ' (United Kingdom)', '4\xa0February\xa02004', ' (United States)', 'Berlin', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Language': ['Henanese', '', '']}"
722,Blizzard,2003,6 Reviews,67,"1,000+ Ratings",52,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2003, Kids & family/Holiday, 1h 39m,"{'Directed by': ['LeVar Burton', '', ''], 'Written by': ['Agnes Bristow', 'Leif Bristow', 'Murray McRae', '', ''], 'Produced by': ['Leif Bristow ', ' J. Miles Dale ', 'Murray Marchant (associate) ', ' Robert Schwartz (executive) ', ' Ralph Winter (executive)', '', ''], 'Starring': ['Brittany Bristow', 'Zoe Warner', 'Brenda Blethyn', 'Christopher Plummer', 'Kevin Pollak', 'Whoopi Goldberg', '', ''], 'Cinematography': ['David Franco', '', ''], 'Edited by': ['Ralph Brunjes', '', ''], 'Music by': ['Pamela Phillips Oland', 'Mark McKenzie', '', ''], 'Production companies': ['Knightscove Entertainment Holedigger Films Ralph Winter Productions', ''], 'Distributed by': [' (Canada)', ' (United States)', 'Alliance Atlantis', 'MGM Home Entertainment', '', ''], 'Release date': ['15 May 2003 (Cannes)', '', ''], 'Running time': ['93 minutes', '', ''], 'Countries': ['United States', 'Canada', '', ''], 'Language': ['English', '', '']}"
723,Blueprint,2003,1 Reviews,,250+ Ratings,64,,2003, Drama/Sci-fi, 1h 48m,"{'Directed by': ['Rolf Schübel', '', ''], 'Written by': ['  (novel)', 'Claus Cornelius Fischer', 'Charlotte Kerner', '', ''], 'Produced by': ['Nikola Bock', 'Andrea Terres', '', ''], 'Starring': ['Franka Potente', 'Ulrich Thomsen', 'Hilmir Snær Guðnason', '', ''], 'Distributed by': ['United International Pictures', '', ''], 'Release date': ['8\xa0December\xa02003', '\n \n', ''], 'Running time': ['108 minutes', '', ''], 'Country': ['Germany', '', ''], 'Language': ['German', '', '']}"
724,Bon Voyage,2003,0 Reviews,,0 Ratings,,"[('amazon-prime-video-us', 'Rent/buy')]",2008, Crime/Drama, 19m,"{'Directed by': ['Jean-Paul Rappeneau', '', ''], 'Written by': ['Jean-Paul Rappeneau', 'Patrick Modiano', '', ''], 'Produced by': ['Laurent Pétin', 'Michel Pétin', '', ''], 'Starring': ['Isabelle Adjani', 'Gérard Depardieu', 'Virginie Ledoyen', 'Yvan Attal', 'Grégori Derangère', 'Peter Coyote', '', ''], 'Cinematography': ['Thierry Arbogast', '', ''], 'Music by': ['Gabriel Yared', '', ''], 'Distributed by': ['ARP Sélection (France) ', ' ', ' (US)', 'Sony Pictures Classics', '', ''], 'Release date': ['16 April 2003 (France)', '', ''], 'Running time': ['114 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', ''], 'Budget': ['$27.3 million', '', ''], 'Box office': ['$15 million ', '', '']}"
725,Bright Future,2003,22 Reviews,73,"2,500+ Ratings",74,"[('amazon-prime-video-us', 'Rent/buy')]",2003, Drama, 1h 32m,"{'Directed by': ['Kiyoshi Kurosawa', '', ''], 'Written by': ['Kiyoshi Kurosawa', '', ''], 'Produced by': ['Takashi Asai', '', ''], 'Starring': ['Joe Odagiri', 'Tadanobu Asano', 'Tatsuya Fuji', '', ''], 'Cinematography': ['Takahide Shibanushi', '', ''], 'Edited by': ['Kiyoshi Kurosawa', '', ''], 'Music by': ['Pacific 231', '', ''], 'Distributed by': ['Uplink Company (Japan)', ' (U.S.)', 'Palm Pictures', '', ''], 'Release date': ['January 18, 2003 (Japan)', '', ''], 'Running time': ['115 minutes (Original Version)', '92 minutes (International Version)', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Box office': ['$5,166 (US)', '', '']}"
726,Bright Young Things,2003,113 Reviews,65,"5,000+ Ratings",67,"[('vudu', 'Rent/buy'), ('peacock', 'Free'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2003, Comedy/Drama, 1h 45m,"{'Directed by': ['Stephen Fry', '', ''], 'Written by': ['Based on the novel ', ' by ', 'Stephen Fry', 'Evelyn Waugh', '', ''], 'Produced by': ['Gina Carter', 'Miranda Davis', '', ''], 'Starring': ['Emily Mortimer', 'Stephen Campbell Moore', 'Fenella Woolgar', 'Michael Sheen', 'James McAvoy', 'Dan Aykroyd', 'Jim Broadbent', ""Peter O'Toole"", '', ''], 'Cinematography': ['Henry Braham', '', ''], 'Edited by': ['Alex Mackie', '', ''], 'Music by': ['Anne Dudley', '', ''], 'Distributed by': ['Film Four', '', ''], 'Release dates': ['May\xa02003', ' (Cannes)', '3\xa0October\xa02003', '\n \n', ''], 'Running time': ['106\xa0minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2.7 million', '', '']}"
727,Bringing Down the House,2003,151 Reviews,34,"250,000+ Ratings",49,"[('vudu', 'Buy'), ('amazon-prime-video-us', 'Rent/buy'), ('hbo-max', 'Subscription'), ('itunes', 'Rent/buy')]",2003, Comedy, 1h 45m,"{'Directed by': ['Adam Shankman', '', ''], 'Written by': ['Jason Filardi', '', ''], 'Produced by': ['David Hoberman', 'Ashok Amritraj', '', ''], 'Starring': ['Steve Martin', 'Queen Latifah', 'Eugene Levy', 'Jean Smart', 'Joan Plowright', 'Missi Pyle', '\n \n', ''], 'Cinematography': ['Julio Macat', '', ''], 'Edited by': ['Gerald B. Greenberg', '', ''], 'Music by': ['Lalo Schifrin', '', ''], 'Production companies': ['', 'Touchstone Pictures Hyde Park Entertainment Mandeville Films'], 'Distributed by': ['Buena Vista Pictures Distribution', '', ''], 'Release date': ['March\xa07,\xa02003', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$33 million', '', ''], 'Box office': ['$164.7 million', '', '']}"
728,Brother Bear,2003,131 Reviews,37,"100,000+ Ratings",65,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('disney-plus-us', 'Subscription'), ('itunes', 'Rent/buy')]",2003, Kids & family/Adventure, 1h 25m,"{'Directed by': ['Aaron Blaise', 'Robert Walker', '', ''], 'Screenplay by': ['Lorne Cameron', 'Tab Murphy', 'David Hoselton', 'Steve Bencich', 'Ron J. Friedman', '', ''], 'Story by': ['Kevin Deters', 'Woody Woodman', 'Thom Enriquez', 'Kevin Harkey', 'Broose Johnson', 'John Norton', 'John Puglisi', 'Nathan Greno', 'Stevie Wermers-Skelton', '', ''], 'Produced by': ['Chuck Williams', '', ''], 'Starring': ['Joaquin Phoenix', 'Jeremy Suarez', 'Rick Moranis', 'Dave Thomas', 'Jason Raize', 'D.B. Sweeney', '', ''], 'Edited by': ['Tim Mertens', '', ''], 'Music by': ['Phil Collins', 'Mark Mancina', '', ''], 'Production companies': ['', 'Walt Disney Pictures Walt Disney Feature Animation'], 'Distributed by': ['Buena Vista Pictures Distribution', '', ''], 'Release date': ['November\xa01,\xa02003', '\n \n', ''], 'Running time': ['85 minutes', '', ''], 'Country': ['United States', '', ''], 'Languages': ['English', 'Inuktitut', '', ''], 'Budget': ['$46 million', '', ''], 'Box office': ['$250.4 million', '', '']}"
729,The Brown Bunny,2003,96 Reviews,47,"5,000+ Ratings",46,,2003, Drama, 1h 32m,"{'Directed by': ['Vincent Gallo', '', ''], 'Written by': ['Vincent Gallo', '', ''], 'Produced by': ['Vincent Gallo', '', ''], 'Starring': ['Vincent Gallo', 'Chloë Sevigny', '\n \n', ''], 'Edited by': ['Vincent Gallo', '', ''], 'Music by': ['Accardo Quartet', 'Jackson C. Frank', 'Jeff Alexander', 'Gordon Lightfoot', 'Ted Curson', 'John Frusciante', '\n \n', ''], 'Production companies': [' ', 'Wild Bunch Vincent Gallo Productions'], 'Distributed by': ['Wellspring', '', ''], 'Release dates': ['May\xa021,\xa02003', ' (', ')', 'September\xa09,\xa02003', ' (', ')', 'August\xa027,\xa02004', ' (United States)', 'Cannes', 'Toronto', '\n \n', ''], 'Running time': ['119 minutes', '(Original Cannes cut)', '93 minutes', '(', ')', 'Edited cut', '\n \n', ''], 'Countries': ['United States', 'Japan', '\n \n', ''], 'Language': ['English', '', ''], 'Box office': ['$402,599', '', ''], 'Released': ['May 4, 2004', '', ''], '': [', ', 'Tulip', 'Twelve Suns', '', '']}"
730,Bruce Almighty,2003,191 Reviews,48,"250,000+ Ratings",57,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",2003, Comedy/Fantasy, 1h 41m,"{'Directed by': ['Tom Shadyac', '', ''], 'Screenplay by': ['Steve Koren', ""Mark O'Keefe"", 'Steve Oedekerk', '\n \n', ''], 'Story by': ['Steve Koren', ""Mark O'Keefe"", '\n \n', ''], 'Produced by': ['Tom Shadyac', 'Michael Bostick', 'Steve Koren', ""Mark O'Keefe"", 'Jim Carrey', 'James D. Brubaker', '\n \n', ''], 'Starring': ['Jim Carrey', 'Morgan Freeman', 'Jennifer Aniston', 'Philip Baker Hall', '\n \n', ''], 'Cinematography': ['Dean Semler', '', ''], 'Edited by': ['Scott Hill', '', ''], 'Music by': ['John Debney', '', ''], 'Production companies': ['', '', 'Pit Bull Productions', 'Spyglass Entertainment', 'Shady Acres'], 'Distributed by': ['(United States)', '(international)', 'Universal Pictures', 'Buena Vista International', '\n \n', ''], 'Release dates': ['May\xa014,\xa02003', ' (', ')', 'May\xa023,\xa02003', ' (United States)', 'Hollywood', '\n \n', ''], 'Running time': ['101 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$81 million', '', ''], 'Box office': ['$484.6 million', '', ''], 'Released': ['June 3, 2003', '', ''], '': ['Varèse Sarabande', '', '']}"
731,Buddy,2003,3 Reviews,,"2,500+ Ratings",80,,2003, Comedy/Drama, 1h 41m,"{'Directed by': ['Morten Tyldum', '', ''], 'Written by': ['Lars Gudmestad', '', ''], 'Starring': ['Nicolai Cleve Broch', 'Aksel Hennie', 'Anders Baasmo Christiansen', 'Pia Tjelta', 'Janne Formoe', '', ''], 'Cinematography': ['John Andreas Andersen', '', ''], 'Edited by': ['Eli Nilsen', '', ''], 'Music by': ['Lars Lillo-Stenberg', '', ''], 'Distributed by': ['Happy Endings A/S', '', ''], 'Release date': ['4\xa0July\xa02003', ' (', ')', 'Norway', '', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['Norway', '', ''], 'Language': ['Norwegian', '', '']}"
732,Carolina,2003,2 Reviews,,"5,000+ Ratings",57,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('paramount-plus-us', 'Subscription'), ('itunes', 'Rent/buy')]",2003, Romance/Comedy, 1h 37m,"{'Directed by': ['Marleen Gorris', '', ''], 'Written by': ['Katherine Fugate', '', ''], 'Produced by': ['Kate Guinzburg', 'Lou Pitt', 'Martin Bregman', 'Carol Baum', '', ''], 'Starring': ['Julia Stiles', 'Shirley MacLaine', 'Alessandro Nivola', 'Mika Boorem', 'Randy Quaid', 'Jennifer Coolidge', '', ''], 'Cinematography': ['John Peters', '', ''], 'Edited by': ['Michiel Reichwein', 'Alan Heim', '', ''], 'Music by': ['Steve Bartek', '', ''], 'Release dates': ['June\xa05,\xa02003', ' (Russia)', 'April\xa029,\xa02004', ' (Germany)', 'June\xa08,\xa02004', ' (United States)', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Countries': ['United States', 'Germany', '', ''], 'Language': ['English', '', ''], 'Budget': ['$15 million', '', '']}"
733,Bulletproof Monk,2003,131 Reviews,23,"100,000+ Ratings",38,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2003, Action, 1h 44m,"{'Directed by': ['Paul Hunter', '', ''], 'Written by': ['Ethan Reiff', 'Cyrus Voris', '', ''], 'Based on': ['by ', 'Bulletproof Monk', 'Image Comics'], 'Produced by': ['Douglas Segal', 'Charles Roven', 'Terence Chang', 'John Woo', '\n \n', ''], 'Starring': ['Chow Yun-fat', 'Seann William Scott', 'Jaime King', 'Karel Roden', 'Victoria Smurfit', '\n \n', ''], 'Cinematography': ['Stefan Czapsky', '', ''], 'Edited by': ['Robert K. Lambert', '', ''], 'Music by': ['Éric Serra', '', ''], 'Production companies': ['', '', 'Metro-Goldwyn-Mayer', 'Lakeshore Entertainment', 'Mosaic Media Group'], 'Distributed by': ['MGM Distribution Co.', '', ''], 'Release date': ['April\xa016,\xa02003', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$52 million', '', ''], 'Box office': ['$37.7 million', '', '']}"
734,Calendar Girls,2003,126 Reviews,74,"50,000+ Ratings",67,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2003, Comedy/Drama, 1h 48m,"{'Directed by': ['Nigel Cole', '', ''], 'Written by': ['Juliette Towhidi', 'Tim Firth', '', ''], 'Produced by': ['Suzanne Mackie', 'Nick Barton', '', ''], 'Starring': ['Helen Mirren', 'Julie Walters', 'Linda Bassett', 'Annette Crosbie', 'Celia Imrie', 'Penelope Wilton', 'Harriet Thorpe', '\n \n', ''], 'Cinematography': ['Ashley Rowe', '', ''], 'Edited by': ['Michael Parker', '', ''], 'Music by': ['Patrick Doyle', '', ''], 'Production companies': ['Harbour Pictures', 'Touchstone Pictures'], 'Distributed by': ['Buena Vista International', '', ''], 'Release date': ['2\xa0September\xa02003', '\n \n', ''], 'Running time': ['108 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['$10 million', '', ''], 'Box office': ['$93.4 million', '', '']}"
735,Carandiru,2003,81 Reviews,68,"5,000+ Ratings",86,,2003, Drama/Crime, 2h 28m,"{'Directed by': ['Héctor Babenco', '', ''], 'Written by': ['Héctor Babenco', 'Fernando Bonassi', 'Victor Navas', 'Dráuzio Varella', '', ''], 'Based on': ['by ', 'Drauzio Varella', '', ''], 'Produced by': ['Héctor Babenco', 'Oscar Kramer', '', ''], 'Starring': ['Luiz Carlos Vasconcelos', 'Rodrigo Santoro', 'Wagner Moura', '', ''], 'Cinematography': ['Walter Carvalho', '', ''], 'Edited by': ['Mauro Alice', '', ''], 'Music by': ['André Abujamra', '', ''], 'Distributed by': ['Sony Pictures Classics', 'Globo Filmes', '', ''], 'Release date': ['March\xa021,\xa02003', ' (Brazil)', '\n \n', ''], 'Running time': ['147 minutes', '', ''], 'Countries': ['Brazil', 'Argentina', '', ''], 'Language': ['Portuguese', '', '']}"
736,Cheaper by the Dozen,2003,121 Reviews,24,"250,000+ Ratings",56,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('disney-plus-us', 'Subscription'), ('itunes', 'Rent/buy')]",2003, Comedy, 1h 38m,"{'Directed by': ['Shawn Levy', '', ''], 'Screenplay by': ['Sam Harper', 'Joel Cohen', 'Alec Sokolow', '\n \n', ''], 'Story by': ['Craig Titley', '', ''], 'Based on': ['by ', '', 'Frank B. Gilbreth Jr.', 'Ernestine Gilbreth Carey'], 'Produced by': ['Robert Simonds', 'Michael Barnathan', 'Ben Myron', '\n \n', ''], 'Starring': ['Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Tom Welling', 'Piper Perabo', '\n \n', ''], 'Cinematography': ['Jonathan Brown', '', ''], 'Edited by': ['George Folsey, Jr.', '', ''], 'Music by': ['Christophe Beck', '', ''], 'Production companies': ['', '', 'Robert Simonds Productions', '20th Century Fox'], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['December\xa025,\xa02003', ' (United States)', '\n \n', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$40 million', '', ''], 'Box office': ['$190.5 million', '', '']}"
737,Casa de los babys,2003,106 Reviews,58,"1,000+ Ratings",51,"[('amazon-prime-video-us', 'Rent/buy')]",2003, Drama, 1h 35m,"{'Directed by': ['John Sayles', '', ''], 'Screenplay by': ['John Sayles', '', ''], 'Produced by': ['Lemore Syvan', 'Alejandro Springall', '', ''], 'Starring': ['Marcia Gay Harden', 'Maggie Gyllenhaal', 'Daryl Hannah', 'Susan Lynch', 'Mary Steenburgen', 'Lili Taylor', '', ''], 'Cinematography': ['Mauricio Rubinstein', '', ''], 'Edited by': ['John Sayles', '', ''], 'Music by': ['Mason Daring', '', ''], 'Production companies': ['Springall Pictures', 'IFC Films'], 'Distributed by': ['IFC Films', '', ''], 'Release dates': ['September\xa05,\xa02003', ' (', ')', 'September\xa019,\xa02003', ' (United States)', 'Venice Film Festival', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Countries': ['Mexico', 'United States', '', ''], 'Languages': ['English', 'Spanish', '', ''], 'Budget': ['$800,000', '', ''], 'Box office': ['$475,940', '', '']}"
738,Caterina in the Big City,2003,40 Reviews,90,500+ Ratings,77,,2003, Comedy/Drama, 1h 46m,"{'Directed by': ['Paolo Virzì', '', ''], 'Written by': ['Paolo Virzì', 'Francesco Bruni', '', ''], 'Produced by': ['Ricardo Tozzi', 'Giovanni Stabilini', 'Marco Chimenz', '', ''], 'Starring': ['Alice Teghil', 'Sergio Castellitto', 'Carolina Iaquaniello', 'Federica Sbrenna', 'Margherita Buy', 'Giulia Elettra Gorietti', 'Claudio Amendola', '', ''], 'Cinematography': ['Arnaldo Catinari', '', ''], 'Distributed by': ['Empire Pictures', '', ''], 'Release date': ['2003', '', ''], 'Running time': ['106 min.', '', ''], 'Language': ['Italian', '', '']}"
739,On the Run,2003,0 Reviews,,0 Ratings,,,1963, Crime/Drama, 59m,"{'Directed by': ['Lucas Belvaux', '', ''], 'Written by': ['Lucas Belvaux', '', ''], 'Produced by': ['Diana Elbaum', 'Patrick Sobelman', '', ''], 'Starring': ['Lucas Belvaux', 'Catherine Frot', 'Ornella Muti', 'Gilbert Melki', '', ''], 'Cinematography': ['Pierre Milon', '', ''], 'Edited by': ['Ludo Troch', '', ''], 'Music by': ['Riccardo del Fra', '', ''], 'Distributed by': ['Diaphana Films ', '', ''], 'Release dates': ['11\xa0September\xa02002', ' (', ')', '8\xa0January\xa02003', ' (France)', '15\xa0January\xa02003', ' (Belgium)', 'TIFF', '\n \n', ''], 'Running time': ['109 minutes', '', ''], 'Countries': ['France', 'Belgium', '', ''], 'Language': ['French', '', '']}"
740,Charlie's Angels: Full Throttle,2003,186 Reviews,41,"250,000+ Ratings",40,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2003, Action/Comedy, 1h 51m,"{'Directed by': ['McG', '', ''], 'Screenplay by': ['John August', 'Cormac Wibberley', 'Marianne Wibberley', '\n \n', ''], 'Story by': ['John August', '', ''], 'Based on': ['by ', '', 'Ivan Goff', 'Ben Roberts'], 'Produced by': ['Drew Barrymore', 'Leonard Goldberg', 'Nancy Juvonen', '\n \n', ''], 'Starring': ['Drew Barrymore', 'Cameron Diaz', 'Lucy Liu', 'Bernie Mac', 'Crispin Glover', 'Justin Theroux', 'Robert Patrick', 'Demi Moore', '\n \n', ''], 'Cinematography': ['Russell Carpenter', '', ''], 'Edited by': ['Wayne Wahrman', '', ''], 'Music by': ['Edward Shearmur', '', ''], 'Production companies': ['', '', 'Tall Trees Productions', 'Columbia Pictures', 'Leonard Goldberg Productions', 'Flower Films', 'Wonderland Sound and Vision'], 'Distributed by': ['Sony Pictures Releasing', '', ''], 'Release date': ['June\xa027,\xa02003', '\n \n', ''], 'Running time': ['106 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$120 million', '', ''], 'Box office': ['$259.2 million', '', ''], 'Released': ['June\xa024,\xa02003', '', ''], '': ['\n', '\n', '', ''], 'Length': ['', '']}"
